[1, "No, never that  https://t.co/BI4QXAUYio"]
[4348, "You hating on another NDC man? That's bad  https://t.co/ado36D2q1n"]
[4349, "Fluminense q se cuide, FERJ n vai deixar isso nem ferrando kakak flu x vas duvido"]
[4350, "@Rachael_Swindon @nadhimzahawi This venal bucket of maggot vomit isn't just the Sunday scrounger. He's the\"Any day with a Y in it scrounger\""]
[4351, "@jason_carpenter @benfortworth @ColtWestbrook Every year the oval smells like vomit."]
[4352, "RT @fdsRamon: O vasco vai desclassificar o Flamengo hj, mas vai ser vice pro flu cara, o que adianta ?!"]
[4353, "I'm so over this flu."]
[4354, "RT @Melo_088: Estudar antes do jogo do flu vai ser osso"]
[4355, "God I feel so sick. Fever, chills, nausea  &amp; body aches. I had to call in to work. #fb"]
[4356, "https://t.co/oy8Za8L0sy #shoes Jordan 12 The Master Sz 10.5 13 Ds French Blue Flu Game Vivid Pink Gamma Flint https://t.co/31VSuehnx8"]
[4357, "@emiessee @Ice_Blue660 Flu?"]
[4358, "@LukeKorns and it's flu honey"]
[4359, "Flu joga com qm?"]
[4360, "@LukeKorns it's flu hun"]
[4361, "Makes me wanna vomit  https://t.co/8WiV6kBtf3"]
[4362, "@LukeKorns its flu"]
[4363, "i  could vomit on a dvd of clannad and it wouldn't be as ugly as he is"]
[4364, "@emily_dianne11 and sneezing"]
[4365, "@qui_jssica flu x vasco"]
[4366, "Spring fever and sports is back on the brain! https://t.co/0Yo4za6yVq @GPrugby #gpab"]
[4367, "quero saber de vascuu e flamerda nao.. quero saber do Flu mais tarde.."]
[4368, "Great, now he'll have nasty diarrhea shits coming out of both ends #caring #ShaveBallsFirst https://t.co/WIXf3rp4QL"]
[4369, "Ah meu, eu queria uma final Fla x Flu"]
[4370, "J\u00e1 j\u00e1 comeca o cl\u00e1ssico . \nBot X Flu ."]
[4371, "RT @EdugmRJ: Segundo o @sdubocage , o Muricy fracassou no Flu mas \"tem a chance de se recuperar no Fla...\" https://t.co/2QhRHw7byv"]
[4372, "T\u00f4 at\u00e9 com medo do jogo do Flu"]
[4373, "@jeepsband follow 2 U as well...\nSteve Fever PunkPretty. .."]
[4374, "RT @Dre_Tavares: Porra, queria Fla X Flu na final, as a\u00ed \u00e9 foda"]
[4375, "i have a damn fever are u kidding me"]
[4376, "https://t.co/TkbcxTFmKA #shoes Jordan 12 The Master Sz 10.5 13 Ds French Blue Flu Game Vivid Pink Gamma Flint https://t.co/s7BIF65qGD"]
[4377, "https://t.co/TkbcxTFmKA #shoes Jordan 12 The Master Sz 10.5 13 Ds French Blue Flu Game Vivid Pink Gamma Flint https://t.co/YbW9WvYa4x"]
[4378, "@whattheshot Saturday night fever"]
[4379, "Wipes away the vomit was a handkerchief she just happened to find in Niji's pockets-"]
[4380, "https://t.co/TkbcxTFmKA #shoes Jordan 12 The Master Sz 10.5 13 Ds French Blue Flu Game Vivid Pink Gamma Flint https://t.co/6Olv2APx57"]
[4381, "O POVO INDO EMBORA ME LEMBRA TA\u00c7A RIO DE 2005, FINAL, FLA X FLU ... KKKKKKKKKKKKKKKKKKKKKKKKK"]
[4382, "RT @davies_t_m: I just want hay fever to give me a break this year"]
[4383, "@Malefic111 I don't know who you are but you do certainly make me vomit"]
[4384, "@TBNRfrags a viewer fever you their hand?"]
[4385, "Ayer en Fever me dijeron \"\u00bft\u00fa eres la cheap queen?\" y #BLESSED"]
[4386, "RT @CLesaige: Concordo, mas adoraria ver Flu x Fla na final.Seria um tapa na cara da FERJ. https://t.co/2RjUMwSxXp"]
[4387, "RT @brooklynjnoubi: About to vomit my lunch. https://t.co/uHxeFWb9yr"]
[4388, "My brother just told me he has yellow fever lmfao byeeeeee"]
[4389, "I have dobre fever.. @DobreLucas @DobreMarcus"]
[4390, "@Carlafacciolo OMG, I'm with u there watery eyes sneezing face &amp; nose itching etc. Errrr sucks badly"]
[4391, "i am doing better now, just getting over the flu, it was in full throttle this past week, it kicked me down bad!  https://t.co/YwW4kWJKHy"]
[4392, "@moalundqvist skaffa appen fever v\u00e4lj new york city du f\u00e5r sjukt bra tips. tex Friday night p(art)y @ Tribeca Art, 55 murray Street 0sv0sv"]
[4393, "Mais tarde ainda tem Botafogo e Flu, domingo de jogos chega mt"]
[4394, "parecemos amorzinho, ate come\u00e7ar o flu x bota https://t.co/KXZTIEUHYE"]
[4395, "RT @Juuaovito1708: @titionog se o Flu passa bora marac\u00e1 domingo q vem?"]
[4396, "Your homewrecking sluttines makes me want to vomit all fucking over you and then beat the living fuck out of you dude. Your a dumbass."]
[4397, "RT @marquinhocarola: @gabiscrf hahahaha Flu vai pra final f\u00e1cil.. Vc vai ver"]
[4398, "also decongestants, painkillers, and antihistamines \n\nbecause hayfever is \"just a bit of sneezing\""]
[4399, "Se o botafogo passar do flu \u00e9 sorte"]
[4400, "THEN YOUR BODY STOP ALL IMMUNENE ACTIVITY OUR LIFE FORCE KNOW I CANOT KILL VIRUS  OUR BODY MAKE FEVER CONTINUE THAT HEAT  MAKE NEED ENERGY"]
[4401, "I can't be the only one whose dogs only vomit on Sunday morning. #preacher #reallife"]
[4402, "The Fever of 1721: The Epidemic That Revolutionized Medicine and American Politics https://t.co/1WO08eKt4A https://t.co/VWqDBcWGUI"]
[4403, "Cant get rid of the flu and headache!"]
[4404, "@bdoperocks: *eats half a chipotle bowl\n*gets violent diarrhea\n*rests\n*eats second half of chipotle bowl"]
[4405, "Fever !"]
[4406, "I need those flu games fr"]
[4407, "RT @paulossouto: Gilvan tava sorrindo entregando trofeu pro Flu quarta agora aparece a\u00ed vagabundo"]
[4408, "Spring fever gotcha? Stroll down the Panther Hollow Run walking path from Bartlett Street to the lake for a cure https://t.co/llwAN2rYya"]
[4409, "Vou pra casa ver o jogo do Flu"]
[4410, "RT @trutherbotgray: I have never gotten the flu shot. Ask me how many times I've gotten the flu. #StrongImmuneSystem #FluShotsAreEvil"]
[4411, "Daqui a pouco e meu flu e o bota fogo"]
[4412, "PHOTOS: Spring Fever #Beer Fest in #RoyalOak https://t.co/yX2M3Y9ifn https://t.co/xeSpuYAQxF"]
[4413, "quanto t\u00e1 o famoso bota x flu????????????????"]
[4414, "@rinkrebel you have Caps fever"]
[4415, "RT @soyunapringada_: Ayer en Fever me dijeron \"\u00bft\u00fa eres la cheap queen?\" y #BLESSED"]
[4416, "Espero que o flu ganhe, pelo menos n\u00e9?"]
[4417, "eu queria tanto um fla x flu na final"]
[4418, "RT @ingrid_bm1: Quero nem saber de flamengo e vasco, quero saber do meu Flu"]
[4419, "RT @manu_mesquita11: s\u00f3 porque eu queria Fla x Flu na final"]
[4420, "HOLLYWOOD FEVER  upcoming editorial in CV Lux magazine, California, shot with beautiful actress Yulia Klass https://t.co/NHSqbzo6O6"]
[4421, "@PsychGina sadly full of flu and a busy weekend for all 3 of my angels so didn't make it! :-("]
[4422, "I hate myself so much I want to vomit"]
[4423, "Curry gone come back an have a flu game type half"]
[4424, "To nervoso com esse jogo do flu quero chegar logo pra ver"]
[4425, "@RealAlexJones And we wonder why these horrible flu strains and strange viruses like Zika are popping upeverywhere..especially on the border"]
[4426, "CELUI. QUI. ME. SPOIL. GAME. OF. THRONES. JE LUI VOMIT MA HAINE SUR LE VISAGE ET LE TORTURE A MORT. bisous"]
[4427, "https://t.co/rVhZ8JhYMJ #shoes Air Jordan Fragment 1 retro Deadstock nike size 10.5 Message Offer Text Flu Game"]
[4428, "This flu/illness/sickness is starting to use up my last thread of patience. I need my energy back-.-"]
[4429, "me informem sobre o jogo do flu"]
[4430, "Last week I wasted $30 to vomit and last night I spent $20 to be SOBER"]
[4431, "RT @ooohgois: @thamsn se pah tem um vas X flu emm"]
[4432, "S\u00f3 esperando o jogo do Flu"]
[4433, "Agora bora torcer contra o flu"]
[4434, "@evellynsilva99 se Botafogo passa Flu vc fala cmg ..."]
[4435, "Sunday Fun Day = Vomit Up Saturday Night Day. #hangovercure #weightloss #2in1"]
[4436, "Vasco na final do Carioca. S\u00f3 espero que o Flu fa\u00e7a sua parte hoje. Caso contr\u00e1rio, ser\u00e1 a mesmice de 2015."]
[4437, "@bethcurrid lol legit coming down with a fever or somethin"]
[4438, "Agora eu vou ficar quieta q daqui a pouco tem FLU"]
[4439, "Agora \u00e9 hora de vermos o outro finalista do Campeonato Carioca.\n\nFLU x FOGO\n\nAssista no Brazuca bebendo aquela... https://t.co/WeLgG5OEA1"]
[4440, "It looks like a seahorses stomach is sneezing when they give birth"]
[4441, "@CalumLawson_ il think about it, we rolling fever friday tho yh?"]
[4442, "RT @mathhCRVG: Rsrsrsrsrsrs https://t.co/YJMH6b0Bi9"]
[4443, "Vamos Nense , ganhar Fla Flu \u00e9 normal .."]
[4444, "Images and articles on Diarrhea https://t.co/4tRV7H62gA #radiology"]
[4445, "@BrenoBronx flu? ?"]
[4446, "Flu mais tarde, QUERO gol do Fred"]
[4447, "@Yankeegiant72 Discontinue if you get diarrhea."]
[4448, "Vai ser 3 x 1 Flu hj"]
[4449, "I swear if I still have the flu tomorrow and have to miss 2 exams I'll flip"]
[4450, "Being organic is cool I guess but free love, the reintroduction of scarlet fever, and arugula just isn't gonna cut it in this country"]
[4451, "URGENTE! https://t.co/EF0Sk4zbLd"]
[4452, "Agora vou \u00e9 esperar e assistir o jogo do Botafogo dar aquela sarrada no Flu e espero ver gol do Ribamar."]
[4453, "flu ganhando vai da flu e vasco, agora to com medo"]
[4454, "I had diarrhea earlier and forgot to take my phone in the bathroom with me. Now I have a Cat Stevens song in my head."]
[4455, "Oh gosh allergies acting up today, non stop sneezing. I wish I was noseless like krillin!"]
[4456, "SNEEZING IS ESSENTIAL | It is a natural response that allows the body to clear unwanted substances. #healthyliving https://t.co/KXJNz3a7i9"]
[4457, "Do you have plans but are getting an acute sickness? Cough? Flu? Fever? Believe it or not, you can get rapid... https://t.co/OvNCYwcpk6"]
[4458, "RT @wesleysantosffc: Agora \u00e9 ficar no aguarde at\u00e9 19hrs pro jogo do Flu"]
[4459, "RT @Myllene_Mello4: Antes do jogo do flu eu fico tensa demais"]
[4460, "Sneezing while driving is quite the dangerous game"]
[4461, "Lmao  https://t.co/4wJOpiqKfL"]
[4462, "@HighFidelity321 I used to work at the Hulk roller coaster in Orlando. I can verify riders do, in fact, vomit in copious numbers."]
[4463, "\"I may not make it now today. Got diarrhea\"-Mom"]
[4464, "N sei para quem torcer FLU x BOTAFOGO"]
[4465, "Been a long time since I was up all night with a kid with stomach flu. I may have lost my edge. *burns 3 sets of pajamas in a trash barrel*"]
[4466, "The only plus side to a 24 hr flu bug is 24 hrs of a guilt free Grey's Anatomy Netflix binge"]
[4467, "Also, my adoration of LT reached a fever pitch watching how he handled a misogynist lout."]
[4468, "RT @MyriamNazeer: Note \u00e0 moi-m\u00eame : ne jamais changer la marque des croquettes pour Lee sinon il vomit."]
[4469, "RT @chandrade94: Que o Fluminense ganhe o Foguinho, e porre o Vasco na final.. fechei com o Flu p final do carioca"]
[4470, "@MackayIM @salahq get daily calls from staff wanting to use isolation on suspect Zika pt. Want to test anyone with a fever but its Florida."]
[4471, "AINDA TEVE GENTE QUE ACHOU Q A FINAL IA SER FLA X FLU \nKKKKKKKKKKKKKKKKKKK KKKKKKKKKKKKKKKKKKK"]
[4472, "RT @OPedroGomes: @ciciliotidavi_ eliminem o Flu pls, time chato da porra! Vou ver o jogo torcendo por vcs"]
[4473, "Le drapeaux des fameux \"rebelles mod\u00e9r\u00e9s\" (Les potes de #Fabius), aux c\u00f4t\u00e9s de celui de la #Turquie...\n#BahVoil\u00e0... https://t.co/xenFuL5sE3"]
[4474, "Really not got time for this flu again"]
[4475, "RT @igor98araujo: Sonhei hoje que o flamengo ia ganhar do vasco, to sentindo que essa final vai ser fla x flu"]
[4476, "Algu\u00e9m me informa se o flu \u00e9 19h ou 19:30?????"]
[4477, "This #BadDate spent an #evening at the #cinema #BeingSick but still went for a #GoodnightKiss #StayClassy #Vomit\n\nhttps://t.co/vtDHEBvtd7"]
[4478, "RT @babycrvg: AINDA TEVE GENTE QUE ACHOU Q A FINAL IA SER FLA X FLU \nKKKKKKKKKKKKKKKKKKK KKKKKKKKKKKKKKKKKKK"]
[4479, "@HoustonJR_ and I'm praying that every #rockets fan gets nasal diarrhea"]
[4480, "@RoguishStag not going to make it without a flu. When he hears soft, yet concerned voice coming for the other side of the door, his stomach"]
[4481, "Update: sneezing still hurts sometimes and real pants are overrated"]
[4482, "flu sem giovani , hj vai"]
[4483, "RT @mtrzkelly: Quero fla x flu na final!!"]
[4484, "Baby Fever, Kasey Michaels, Good Book https://t.co/xFLLcEYLZG https://t.co/ChhZ2HqYs5"]
[4485, "RT @torialynaee: no wonder why my body's so dehydrated. i'm so thirsty for attention."]
[4486, "@brsgary can you tweet some of your biltong?.....dehydrated meat doesn't sound amazing no....but damm its good....\n#biltong \n#brizzlebiltong"]
[4487, "Se o flu passar, vou P. Final com sangue nos olhos"]
[4488, "Espero que o Flu ganhe do Botafogo e depois do Vasco pra lavar a alma esse ano"]
[4489, "agora s\u00f3 esperar o jogo do flu"]
[4490, "flu 3x1 botafogo, profetizei"]
[4491, "NREM sleep with fever, fragmented dreams become less fragmented which is why dreams seem weirder when sick 'mayo clinic'"]
[4492, "*vomit*\nLaissez Fallout en paix, \u00e7a n'a rien mais alors rien \u00e0 voir avec votre id\u00e9ologie de m...\n*shitstorm coming* https://t.co/ZSlRvkw5FT"]
[4493, "RT moniquedanello: Com o Vasco na final, agora \u00e9 a vez de Fluminense e Botafogo aqui em Volta Redonda. Vantagem do empate \u00e9 do Flu."]
[4494, "@jam_millle Sempre passando longe do lado bom da for\u00e7a (Flu) #paz"]
[4495, "2013: Eliminado pelo CAP\n2014: Eliminado pelo San Lorenzo\n2014: Eliminado pelo Santos\n2015: Eliminado pelo Flu\n2016: Eliminado pelo Juve"]
[4496, "\"I know you think ur just dehydrated. But maybe it's morning sickness? I don't know what you do in your spare time.\" \nMOM. PLEASE."]
[4497, "I keep sneezing I think I'm allergic to California!"]
[4498, "@flu2m1lgr4u se falassem que o Cava sairia do flu por algum motivo, primeiro nome que pe\u00e7o \u00e9 o Prass"]
[4499, "@Zenande_Mcfen really, doesn't it make you wanna vomit?"]
[4500, "being a fanartist and running a fever are things that don't go well together #vnc https://t.co/bIGbMVyTOw"]
[4501, "Check out this FREE addictive time-management @mycookingfever game! Enter to #win a chocolate hamper @etspeaksfrom https://t.co/fOZ1DzFkR5"]
[4502, "@Target whenever I have explosive diarrhea I identify as a woman. On those days I will be using your \"ladies room\". Thanks in advance!"]
[4503, "RT @MissyMoyMoy: I could vomit https://t.co/7lfpTi37tB"]
[4504, "Congratulations to the Ocean Fever U10 girls on a HUGE 5-0 victory today over Jackson!! The girls played a tough... https://t.co/7BxQlOUgvo"]
[4505, "Audio: 1wayAntJ (@therea1antj) - Jungle Fever | Prod. by Deemoney &amp; Chapo  https://t.co/fjUCTeduTq"]
[4506, "@CurdledCooter \n\nYou know this made me vomit, right?"]
[4507, "RT @picsuwoong: 160423 | Slight Fever https://t.co/UpSmQgf2Ra"]
[4508, "I've been haymakered by hay fever and it sucks hardcore."]
[4509, "Still can't believe people on Twitter assumed Full blown AIDS on Prince after he died based off what they heard about him havin the flu lol"]
[4510, "@brendasbrum Segura, o flu vai perder p botafogo tb"]
[4511, "Bieber Fever Brasil&gt; Justin Bieber \u00e9 fotografado em um cinema em Chicago, Illinois https://t.co/YbpIurvYCE"]
[4512, "Bieber Fever Brasil&gt; Confira o cover de Love Yourself, hit de Justin Bieber, feito por Caroline Flack https://t.co/y4JIKVBUEj"]
[4513, "omfg my sinuses did i get con flu"]
[4514, "@chipfoxx @MyNCSenate @NCHouseGOP @YouTube I'm going to vomit"]
[4515, "Replace coughing with sneezing &amp; omg this is me  https://t.co/bq9p9cdeb9"]
[4516, "@cuttielouis91 dije q me enamor\u00e9 no que vomit\u00e9"]
[4517, "@troixnbenzo @belovedbenzo delena is trash which sickens me and could actually make me vomit okay"]
[4518, "jean batendo p\u00eanalti me lembra aquele fla flu 3x1.......d\u00f3i"]
[4519, "@mirandarenee3 @doweloveit_ @kiksadeniji honestly I might vomit"]
[4520, "@luiz__marcelo__ tinha q ser do flu ne , pena q saiu"]
[4521, "Flu kicking my ass"]
[4522, "It's funny how parenting is the best yet most infuriating thing ever \"I love you mom\" while sneezing food on my face #grosslove #parenting"]
[4523, "Flu: https://t.co/W4tv1EbOTN"]
[4524, "#FakeBoardGameFacts your suppose to play craps with diarrhea"]
[4525, "RT @_zolarmoon: It's not. That's shit. She clearly had diarrhea.  https://t.co/4Hmx6zsb6p"]
[4526, "Embrazamento na final agr pra fechar o fds lindo, s\u00f3 o Flu ganhando do bota hjj !!!"]
[4527, "Final Vasco e flu, kelly vai bugar"]
[4528, "Mavs World Ep. 16 - The Flu Podcast https://t.co/1KE8cyhOHi"]
[4529, "To indo embora e pensando onde vou assistir meu flu hoje"]
[4530, "RT @EvanTrillard: You make me vomit"]
[4531, "Sneezing while driving is honestly the scariest experience a person can go through"]
[4532, "Cinnamon is a virus killer too. We look at the ... - #weightloss #health #diet #fitness https://t.co/7FSsG65KyA https://t.co/zEJcsNFY23"]
[4533, "I can't stop sneezing lol"]
[4534, "Are Chemtrails Giving You The Flu?: Video https://t.co/I5peginZmG"]
[4535, "RT @ShaquillePolak: Hahahaha xD @ItsaJob  https://t.co/tJGdYAd3P3"]
[4536, "Fluminense pega Botafogo por vaga na final https://t.co/QmJmYLl6t8 https://t.co/zgwkTi5Ds1"]
[4537, "vomit. my body is kinda :/ but okay la go ride kiddy rides with qi an and be babes strangely looking forward"]
[4538, "Eating made me feel significantly worse. I'm going to vomit. I feel terrible."]
[4539, "ENERGY HEAT THROUGH BECOME LOW FEVER SUBSIDED OUR ANTIBODY ACT LOW VIRAL REPLICATING SATATE  YOU BECOME SLOWLY. BECOME WELL"]
[4540, "agora vou ficar torcendo pro flu mesmo chegar nessa final ai que \u00e9 o que resta"]
[4541, "Every fucking girl in Utah has jungle fever it's ridiculous. I need black friends."]
[4542, "Riley has baby fever"]
[4543, "@grigomrb kkkkkkkk odeio o flu mas quero eles. Seu lindo!@"]
[4544, "food// im so hungry+thirsty i feel like im gonna vomit"]
[4545, "Da nem pra respirar! Tem Flu x Bota agroq! Que dia de mata-mata! Futebol de verdade!"]
[4546, "RT @joaojotap7: Me chamem pra ver o jogo do flu gnt"]
[4547, "lord help the thirsties and dehydrated"]
[4548, "To at\u00e9 com medo da zika no Flu HAUHAUAHA"]
[4549, "RT @RicaPerrone: Da nem pra respirar! Tem Flu x Bota agroq! Que dia de mata-mata! Futebol de verdade!"]
